current_file_name;file_name;category;dataset
96257d02e86446b1817b255f9554e0e1.jpg;1934556.jpg;01.01 Прочая реклама,05.03 Информационная продукция,05.05 Физическое лицо;russ2024y
f0da45be4ffe4f65890bb919190b7179.jpg;1917832.jpg;02.04 Объявление о продаже,05.07 QR-код / адрес сайта,08.01 Дистанционные продажи,24.03 Лекарственные препараты;russ2024y
c76984aa16824b08902cb474ba0922da.jpg;1917833.jpg;02.04 Объявление о продаже,05.07 QR-код / адрес сайта,08.01 Дистанционные продажи,24.03 Лекарственные препараты,24.06 МедОрганизация/Аптека;russ2024y
ed122bcd738c4e83bede2f3aa860f822.jpg;1917910.jpg;02.04 Объявление о продаже,05.07 QR-код / адрес сайта,09.02 Иные акции;russ2024y
29acd6b4add34982b6418d39f5ea7ba6.jpg;1917911.jpg;02.04 Объявление о продаже,05.07 QR-код / адрес сайта,09.02 Иные акции;russ2024y
49344efdc02e42a7a9b5097e2e404070.png;1921816.png;05.03 Информационная продукция,05.07 QR-код / адрес сайта;russ2024y
f23f1a738a2544148819e9b7aee28b76.png;1926745.png;24.03 Лекарственные препараты,24.06 МедОрганизация/Аптека;russ2024y
94abed66c96d4f16bdf6dfabc1b47abc.jpg;1926746.jpg;09.02 Иные акции,24.03 Лекарственные препараты,24.06 МедОрганизация/Аптека,25.01 БАД;russ2024y
ab4b5057a17d41808039a123d8a4d263.jpg;1918380.jpg;28.07 Строительство (ДДУ),28.08 Застройщик,28.10 Построенная недвижимость (продажа/аренда);russ2024y
57ca1378c49d4f66899346db6070a660.jpg;1918381.jpg;28.07 Строительство (ДДУ),28.08 Застройщик;russ2024y
7ba1bf1f44c9449a977df0c47d70cbf4.jpg;1918375.jpg;05.03 Информационная продукция;russ2024y
2f39bd225ee34cff9c25bc3be41fd852.jpg;1922113.jpg;01.01 Прочая реклама,05.02 Иностранные слова;russ2024y
2b6cd726976148938842f408566810ac.jpg;1922114.jpg;01.01 Прочая реклама,05.02 Иностранные слова;russ2024y
4d702458211e4ab3882e9970ececdf9c.jpg;1918491.jpg;28.07 Строительство (ДДУ),28.08 Застройщик;russ2024y
2a7c95397b604bfcb76fc1422488a09d.jpg;1919462.jpg;01.01 Прочая реклама,05.03 Информационная продукция,08.01 Дистанционные продажи;russ2024y
7466972e486e41a7b69e942578e3e534.jpg;1919463.jpg;01.01 Прочая реклама,05.05 Физическое лицо,08.01 Дистанционные продажи;russ2024y
52bf263e618e4868bb3666776b170144.jpg;1919464.jpg;01.01 Прочая реклама,05.03 Информационная продукция,08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
938430f7e99a426e8240176f06f97375.jpg;1919465.jpg;01.01 Прочая реклама,05.03 Информационная продукция,08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
416b575e2a414b41b6e85f4acf7e1215.jpg;1919466.jpg;01.01 Прочая реклама,05.03 Информационная продукция,08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
aa6f3fa9a11044dd817c3a9a00c75603.jpg;1919467.jpg;01.01 Прочая реклама,05.03 Информационная продукция,08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
de09613860aa43ca8f109b6c1a0b1428.jpg;1919468.jpg;01.01 Прочая реклама,05.05 Физическое лицо,08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
af65509d0b114743a7b4e7eb303bfa6c.jpg;1919469.jpg;01.01 Прочая реклама,05.03 Информационная продукция,08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
529f0ac6c04f4c3e85c6a65449306210.jpg;1919470.jpg;01.01 Прочая реклама,05.03 Информационная продукция,08.01 Дистанционные продажи;russ2024y
c1da7865c729436fb9227f6c515a970b.jpg;1919471.jpg;01.01 Прочая реклама,05.03 Информационная продукция,08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
c731e09c16694566837f0a39c7ec0454.jpg;1919472.jpg;01.01 Прочая реклама,05.03 Информационная продукция,05.05 Физическое лицо,08.01 Дистанционные продажи,09.01 Стимулирующее мероприятие,09.02 Иные акции;russ2024y
6b588c32fe914eeea332d294eeb3565b.jpg;1919473.jpg;01.01 Прочая реклама,05.05 Физическое лицо,08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
21a5fd0852b34810b31aac1ad2476adb.png;1918525.png;01.01 Прочая реклама;russ2024y
e7b33bddf81843229c4777aa9880ff20.png;1919966.png;28.07 Строительство (ДДУ),28.08 Застройщик,28.12 Рассрочка;russ2024y
df30a86a0513440abb5efa7d6966e1c6.png;1919967.png;28.07 Строительство (ДДУ),28.08 Застройщик,28.12 Рассрочка;russ2024y
72c0410839644f48860a7865d32f27d4.jpg;1918605.jpg;28.07 Строительство (ДДУ),28.08 Застройщик;russ2024y
c2211ee685db465f9a30debdbfa769c3.png;1920579.png;01.01 Прочая реклама;russ2024y
8d475202ec5d4dbea8bbc5cd400ba5b1.png;1920580.png;01.01 Прочая реклама;russ2024y
dc92e69936f3471bb5abafeb900a87b8.png;1919596.png;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
b71aa37c3fd24edbb9fbfefb2511da46.png;1919597.png;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
611fc2ad51e944ae8969b1187e2236d7.png;1919598.png;05.07 QR-код / адрес сайта,08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
b82a275724cc4e099fa03291bfb79fe5.png;1919599.png;05.07 QR-код / адрес сайта,08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
7a1666e6d6904d3080cc845546a1751b.png;1919600.png;05.07 QR-код / адрес сайта,08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
128294dd880a4a03b57367d38937fd0d.png;1919601.png;05.07 QR-код / адрес сайта,08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
8d211a0d7e924f9e84ba1863df043ee0.png;1919602.png;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
f9af422508054483bbcd652d8ed18612.png;1919603.png;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
dbe78cd48e2d461ea327efd564b010f1.jpg;1938000.jpg;05.02 Иностранные слова,28.07 Строительство (ДДУ);russ2024y
e200f7c82adc46318dacd63d8e3e3f99.jpg;1938001.jpg;05.02 Иностранные слова,28.07 Строительство (ДДУ);russ2024y
449c655a229e46d48155462af2a70d06.jpg;1923467.jpg;05.05 Физическое лицо,24.01 Медицинские услуги,24.05 Методы лечения,24.06 МедОрганизация/Аптека,профилактики и диагностики;russ2024y
699e07ccf071482aa397888db8fc8261.jpg;1919550.jpg;05.07 QR-код / адрес сайта,28.07 Строительство (ДДУ),28.08 Застройщик;russ2024y
afcc83343309443c8ff5a8754a7a6e2f.jpg;1919551.jpg;28.07 Строительство (ДДУ),28.08 Застройщик;russ2024y
12fc5597744c430bbcaf55fe1b41d550.png;1918998.png;09.02 Иные акции;russ2024y
db9c234da20f48458a24ab39302f193e.png;1920732.png;09.02 Иные акции,28.01 Финансовая организация (банк брокер страхование и т.д.),28.02 Кредит/Ипотека;russ2024y
b19f630e5dc24c1e9b697114d013bfa1.png;1920733.png;09.02 Иные акции,28.01 Финансовая организация (банк брокер страхование и т.д.),28.02 Кредит/Ипотека;russ2024y
6c33fc9e971f45759277d89bef1641b2.png;1920734.png;09.02 Иные акции,28.01 Финансовая организация (банк брокер страхование и т.д.);russ2024y
95e28768c3a74fe2b7da288f2f0fbb36.jpg;1918941.jpg;24.01 Медицинские услуги,24.06 МедОрганизация/Аптека;russ2024y
af8fcd5424b34bd5af3b0c7160d28527.jpg;1918980.jpg;09.02 Иные акции,24.01 Медицинские услуги,24.05 Методы лечения,24.06 МедОрганизация/Аптека,профилактики и диагностики;russ2024y
e2f8f550d3cf49a380c67cc525c49756.jpg;1918981.jpg;09.02 Иные акции,24.01 Медицинские услуги,24.05 Методы лечения,24.06 МедОрганизация/Аптека,профилактики и диагностики;russ2024y
e80422b477bd430b97743d0bfa0a1ef0.jpg;1918982.jpg;09.02 Иные акции,24.01 Медицинские услуги,24.05 Методы лечения,24.06 МедОрганизация/Аптека,профилактики и диагностики;russ2024y
f7f0765824c4404e9a7ca92b7aa45453.jpg;1918983.jpg;09.02 Иные акции,24.01 Медицинские услуги,24.06 МедОрганизация/Аптека;russ2024y
bed2ab8943e34c38930b3574019e65a4.jpg;1918984.jpg;09.02 Иные акции,24.01 Медицинские услуги,24.05 Методы лечения,24.06 МедОрганизация/Аптека,профилактики и диагностики;russ2024y
bb9d16c178764071ae464d3b22b4c04f.jpg;1918985.jpg;09.02 Иные акции,24.01 Медицинские услуги,24.05 Методы лечения,24.06 МедОрганизация/Аптека,профилактики и диагностики;russ2024y
afa0ab97e01b4475a08a168b757fc8fc.png;1919006.png;28.07 Строительство (ДДУ),28.08 Застройщик;russ2024y
18f704d51f9f48c9ab89b850156325d5.jpg;1919065.jpg;01.01 Прочая реклама;russ2024y
bde260b626f046d787a955d61723aae5.jpg;1919243.jpg;08.01 Дистанционные продажи;russ2024y
c9ad4bae4585436786c399aa7b579f0c.jpg;1919108.jpg;28.08 Застройщик;russ2024y
924c5c61ba4642c1b618275f5488641d.jpg;1919109.jpg;28.08 Застройщик;russ2024y
fd777ef9a45949e299d5faec7612fc7f.jpg;1919110.jpg;28.08 Застройщик;russ2024y
12805678af344874ad6a868568a7eefd.jpg;1919111.jpg;28.08 Застройщик;russ2024y
8bc6f48f1d00495ab64d8ec352340996.jpg;1919127.jpg;28.07 Строительство (ДДУ),28.08 Застройщик;russ2024y
502aa9f3d97047a3ad2489cd80978d30.jpg;1919128.jpg;28.07 Строительство (ДДУ),28.08 Застройщик;russ2024y
572fa34b9a3a412db2d6dd173f9a8c4d.jpg;1919129.jpg;28.07 Строительство (ДДУ),28.08 Застройщик;russ2024y
930724ffb6d04cd7bc767ac94d5e0d87.jpg;1919130.jpg;28.07 Строительство (ДДУ),28.08 Застройщик;russ2024y
f7187330f34349398bad888acf4e3d80.jpg;1920712.jpg;28.08 Застройщик;russ2024y
aa32ab7b2e844bbe9fb318d295eab97f.jpg;1920713.jpg;28.08 Застройщик;russ2024y
e65b07b630254b92a18f874834d953d5.png;1919166.png;09.02 Иные акции,28.01 Финансовая организация (банк брокер страхование и т.д.);russ2024y
b69fa1247a1946f5a761b4da0a8fe350.png;1919167.png;09.02 Иные акции,28.01 Финансовая организация (банк брокер страхование и т.д.);russ2024y
df3173701e90408488ae8a9726cdd0ed.png;1919195.png;10.01 Социальная реклама;russ2024y
956474d15a374d95a42e90522ab343b3.png;1919196.png;10.01 Социальная реклама;russ2024y
7c2ec918e2ba4943b2fe0df5a2c81078.png;1919197.png;10.01 Социальная реклама;russ2024y
4a8a00c238094b56b6cd789ff3f34c12.jpg;1919502.jpg;01.01 Прочая реклама,02.04 Объявление о продаже,05.07 QR-код / адрес сайта,09.02 Иные акции;russ2024y
315936f362bd421d860954cf2fa6e713.jpg;1919503.jpg;01.01 Прочая реклама,02.04 Объявление о продаже,05.07 QR-код / адрес сайта,09.02 Иные акции;russ2024y
468b73f6f13241a7aa0f432303c85da5.jpg;1919730.jpg;28.07 Строительство (ДДУ),28.08 Застройщик;russ2024y
3e638e6b8454436c88aa663dcd1e775b.jpg;1919248.jpg;01.01 Прочая реклама;russ2024y
4d970feca974412f90a1ff10a6825aaf.jpg;1919249.jpg;01.01 Прочая реклама;russ2024y
5f3e7a3b785c4de9950435fcc9df2e7f.jpg;1919250.jpg;01.01 Прочая реклама;russ2024y
1600354266b94dfcb3882c8dd3f13927.jpg;1920325.jpg;09.02 Иные акции;russ2024y
d9cb6759515c481cab7afaf932fe7e44.png;1949714.png;28.07 Строительство (ДДУ);russ2024y
f2c09b67c5b248cfb9606665af4f1c82.jpg;1919435.jpg;28.01 Финансовая организация (банк брокер страхование и т.д.),28.03 Вклад;russ2024y
7d7d4f436f514436ba0bfca13b46114d.jpg;1919566.jpg;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
e08ebcf2bc4f4493980af670fffab8ec.jpg;1919567.jpg;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
4c16fc7197164f99bbf472b2ee61350c.jpg;1919568.jpg;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
4d2f6be0fa434a379ed7040a3d2c7148.jpg;1919569.jpg;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
65d323f17df04c69b7c584589d213737.png;1919728.png;28.01 Финансовая организация (банк брокер страхование и т.д.);russ2024y
94c7349d8655475a8ab9498ebca6b221.jpg;1919583.jpg;28.08 Застройщик;russ2024y
671d9e177893493cb5471e833cb1ee96.jpg;1919591.jpg;28.07 Строительство (ДДУ),28.10 Построенная недвижимость;russ2024y
362ec24191e24ce8a28e35fdc97d4071.png;1920542.png;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
723cd979c0174c3f8d9dbe63a82a7f31.png;1920543.png;05.03 Информационная продукция,08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
6e4e1843909547d6be09568163df359a.jpg;1929006.jpg;28.08 Застройщик;russ2024y
4b399746254c45959e5b647b0ba44baf.jpg;1919704.jpg;02.04 Объявление о продаже,09.02 Иные акции;russ2024y
46aec18fb9da4827929a552c30c32ca4.jpg;1920600.jpg;28.07 Строительство (ДДУ),28.08 Застройщик;russ2024y
194b046904564496bff233f1fe02be18.jpg;1919707.jpg;09.02 Иные акции;russ2024y
87a4cc18632b48a3bd08e3db72620662.jpg;1919708.jpg;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
e5d14fa28a924deeb5b954d336154c3e.jpg;1919762.jpg;01.01 Прочая реклама,05.03 Информационная продукция;russ2024y
411be83ec7a348d78e629d80b7757158.jpg;1919763.jpg;01.01 Прочая реклама,05.03 Информационная продукция;russ2024y
dd1789efd0ab489d8e5d5a7e16234deb.jpg;1919764.jpg;01.01 Прочая реклама,05.03 Информационная продукция;russ2024y
2a874b15a7d24201b2bef2f370601844.jpg;1919765.jpg;01.01 Прочая реклама,05.03 Информационная продукция,05.07 QR-код / адрес сайта;russ2024y
363f8a2212814adfa2abc975c97c17e1.jpg;1920048.jpg;05.05 Физическое лицо,09.02 Иные акции;russ2024y
235c1ce88bf344e3a2cbc8526614f93c.png;1919844.png;05.07 QR-код / адрес сайта,09.02 Иные акции,28.02 Кредит/Ипотека,28.07 Строительство (ДДУ),28.08 Застройщик,28.12 Рассрочка;russ2024y
bab22e6e7b9e4c1aaeda41865e0276c4.jpg;1919845.jpg;05.07 QR-код / адрес сайта,28.02 Кредит/Ипотека,28.07 Строительство (ДДУ),28.08 Застройщик;russ2024y
702b169d656a491da33367b313994184.jpg;1919846.jpg;05.07 QR-код / адрес сайта,09.02 Иные акции,28.02 Кредит/Ипотека,28.07 Строительство (ДДУ),28.08 Застройщик;russ2024y
f3d64941d1404d4fa86770fd7678c641.jpg;1919847.jpg;05.07 QR-код / адрес сайта,28.02 Кредит/Ипотека,28.07 Строительство (ДДУ),28.08 Застройщик;russ2024y
88d5e0af4aa3481d85d80ba6ec8ca98d.jpg;1919856.jpg;28.01 Финансовая организация (банк брокер страхование и т.д.);russ2024y
239cf6fc2dc8448abcf06c5ee4388a86.jpg;1919974.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
e5636d4d5a944690b110f0a5fe355b43.jpg;1919912.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
dffd4124673b4f1587982920b62e2611.jpg;1920475.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
ea80cf95cb9e42dd8b43703b4f36ef31.jpg;1920476.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
02a1316125cc4c39af33fd6e7f2fc642.jpg;1920477.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
6eb2f72a61d54124b5ee281a33e06697.jpg;1919902.jpg;28.08 Застройщик;russ2024y
e8b5a0d2574242d7af91c4f5a4d553d0.jpg;1919903.jpg;28.08 Застройщик;russ2024y
fd1f1c746d5348598daf0be251bd629d.jpg;1919904.jpg;28.08 Застройщик;russ2024y
b8904cd0b8204256a20f3df21b672b6c.jpg;1919905.jpg;28.08 Застройщик;russ2024y
44c76cd894d143e79215b9b5854eea87.jpg;1919906.jpg;28.08 Застройщик;russ2024y
7cdf7812c0f44d9da6f0d203f18c5984.jpg;1919992.jpg;28.07 Строительство (ДДУ),28.10 Построенная недвижимость;russ2024y
8f8f09e86759456b83b9689912d0b2bd.jpg;1920962.jpg;28.08 Застройщик;russ2024y
e42e06d1a931454b8cd7f1c0ccb43586.jpg;1920963.jpg;28.08 Застройщик;russ2024y
a58458e6e76848f7acef4a003f9b014f.jpg;1920964.jpg;28.08 Застройщик;russ2024y
b5d8a5e44f5747ccbf531e07fab233f5.jpg;1920886.jpg;05.07 QR-код / адрес сайта,28.08 Застройщик;russ2024y
2dd4d9ce6f5245ac8a5b078516983a6a.jpg;1920420.jpg;09.02 Иные акции;russ2024y
d7e3656c36604507ba85ec0e79333ffe.png;1919990.png;28.01 Финансовая организация (банк брокер страхование и т.д.);russ2024y
a9de43cdc9884da59aa8b518469c318f.png;1920024.png;28.01 Финансовая организация (банк брокер страхование и т.д.);russ2024y
c054dfbb5af44c97b573dce6c2499de4.jpg;1920300.jpg;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
61132d5343b44c2f8f02ae31fa291f44.jpg;1920301.jpg;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
a7414e626e7a4d359e197fe6c350b1f2.jpg;1920302.jpg;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
38604d9878664ce78588094e51ca5730.jpg;1920303.jpg;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
16c501779a564c60bbd91b1e18a71af8.jpg;1920304.jpg;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
32bede49cf984bad874b5ff89c890be6.jpg;1920788.jpg;08.01 Дистанционные продажи;russ2024y
b05dca424f9e4c65b8aa6727614f7a32.jpg;1920715.jpg;28.07 Строительство (ДДУ),28.08 Застройщик;russ2024y
7f302b1389b845b2aa69bea84d7cbae3.jpg;1920844.jpg;28.08 Застройщик;russ2024y
8a9511baa9134d1c8d2e2f859a332e88.jpg;1920245.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
22ebf8408ccc41a8868bd095e7335a48.jpg;1920246.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
65f2b44ca0ca46e38f092b6d8c931867.jpg;1920247.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
ed2666b74e1144a4a192cc6c7a39ae27.jpg;1920248.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
7de51a8e507d47d2a245728278e6756c.jpg;1920249.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
4d4a7328c6e84e97a7a325795e072588.jpg;1920250.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
f9ea151fae704c29966b323131191599.jpg;1920251.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
0890687d831c4ba38dc023ade6a79fe5.jpg;1920252.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
d2be58d9c2a14462903872d8a119cd43.jpg;1920253.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
f9b8a5eeb427433395c72c89b0561c7b.jpg;1920254.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
7d036cbaa36a4ccab511ae96af83b932.jpg;1920255.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
c7a6c0c912264c3abcb11a067a995013.jpg;1920256.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
304b406c290a43d1b859400e45ee7f50.jpg;1920257.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
59bbe7aa3c984fa19e1c7b8f7877da6f.jpg;1920258.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
ba28fd51544f4789b921ccecc5402438.jpg;1920259.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
d65240d0fd1d4d959d1be9e2c41f64c7.jpg;1920260.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
e9d8ac89ff16494f9e17725401a14a84.jpg;1920261.jpg;01.01 Прочая реклама;russ2024y
8ab4dfe786024dbdb68f09a882f479f0.jpg;1920262.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
8399617ecac949f6ab8e63a735063241.jpg;1920263.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
5d29abbf144a4961a420dc39ecf51d62.jpg;1920264.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
cc5f92945854409fafb326f4a65be1b3.jpg;1920265.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
be2c3a884f2b4c65bb18189d226ae42d.jpg;1920266.jpg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
1425ce877a464d1c8e38e7323bad1e64.jpg;1920605.jpg;01.01 Прочая реклама;russ2024y
17767b84c1ea4aee94de5bae7bf63336.png;1922370.png;05.05 Физическое лицо,24.03 Лекарственные препараты;russ2024y
4960406ddf154cc0af9043a0b085400e.jpg;1923572.jpg;28.01 Финансовая организация (банк брокер страхование и т.д.);russ2024y
3121849b79254dea851a8362fdb13698.jpg;1923573.jpg;28.01 Финансовая организация (банк брокер страхование и т.д.);russ2024y
d00d61ac12ef4440a8bfa5c14d45a552.jpg;1923893.jpg;24.01 Медицинские услуги,24.05 Методы лечения,24.06 МедОрганизация/Аптека,профилактики и диагностики;russ2024y
3734c7cbdd274274a1dc5ab0ca7aa037.jpg;1921921.jpg;01.01 Прочая реклама,02.04 Объявление о продаже,09.01 Стимулирующее мероприятие,09.02 Иные акции;russ2024y
4e5887294c004a37b8fc58bda6dabf7f.jpg;1927497.jpg;01.01 Прочая реклама;russ2024y
2160601023af445c83a643427ee8cf31.jpg;1927498.jpg;01.01 Прочая реклама;russ2024y
75b726a3cb534738ac95c3a6dacf115c.jpg;1920412.jpg;01.01 Прочая реклама,05.07 QR-код / адрес сайта;russ2024y
556ab196723f4a299fc8bba7f21be6e0.jpg;1930625.jpg;09.02 Иные акции;russ2024y
2c1ecbd2eff74f91a0f83a66268821bd.jpg;1920490.jpg;02.03 Объявление о работе,05.05 Физическое лицо;russ2024y
5a3545ecf18e44a6851955e916846085.jpeg;1920777.jpeg;01.01 Прочая реклама,05.01 Сравнения (лучший и т.д.);russ2024y
2fd4b3c21fb14b4fa40d9b22d1319af5.jpg;1920823.jpg;09.02 Иные акции,28.01 Финансовая организация (банк брокер страхование и т.д.),28.02 Кредит/Ипотека;russ2024y
f7bfc564d0cb4ff096b192d2567fcaab.jpg;1920640.jpg;28.07 Строительство (ДДУ),28.08 Застройщик;russ2024y
671ae7a5a79d450bae3c952dc3b971f4.png;1920530.png;01.01 Прочая реклама;russ2024y
f54dd241629e4630bfcfc57b63b459b3.jpg;1920553.jpg;05.03 Информационная продукция,05.07 QR-код / адрес сайта;russ2024y
33e5baeb554b449c898c0b4e4173cc88.jpg;1920554.jpg;05.03 Информационная продукция,05.07 QR-код / адрес сайта;russ2024y
28f773a5625b48089e67fac85aeadc8a.jpg;1920681.jpg;05.07 QR-код / адрес сайта,28.07 Строительство (ДДУ);russ2024y
d9cf1cc0c1ed474b9b245aee22a08808.jpg;1920682.jpg;05.07 QR-код / адрес сайта,28.02 Кредит/Ипотека,28.07 Строительство (ДДУ),28.08 Застройщик,28.12 Рассрочка;russ2024y
f45a865a06d546d5b5141e73ce7459c6.jpg;1920683.jpg;05.07 QR-код / адрес сайта,09.02 Иные акции,28.07 Строительство (ДДУ);russ2024y
6b31fd2599b84403900ed13461ee47ae.jpg;1920643.jpg;05.05 Физическое лицо,09.02 Иные акции,24.01 Медицинские услуги,24.06 МедОрганизация/Аптека;russ2024y
06de4031ad5e4232a40b64cbe10602e2.png;1921068.png;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
42056f028b9449a29a4911a7b0a49ddb.jpg;1927603.jpg;05.03 Информационная продукция;russ2024y
dd6d592a79374807bc9bfd833f464f58.jpg;1920802.jpg;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
9a04b9915235439db9a84fb7ea218f73.jpg;1920803.jpg;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
db11acde8041412bb168d8c8d597a9d9.jpg;1920804.jpg;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
8dca6d69a4484f0490527f806bd259f5.jpg;1920805.jpg;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
eb307bbfa0be4a3fad1dcf5b8338d1b2.jpg;1920806.jpg;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
bc286e29639f4fb5ad56d9be9cfdba4b.jpg;1920807.jpg;08.01 Дистанционные продажи,09.02 Иные акции;russ2024y
d09189871ea24b4b888ae9ba729f0f46.png;1920817.png;05.03 Информационная продукция,05.07 QR-код / адрес сайта,08.01 Дистанционные продажи;russ2024y
9e8b2c59de89489298e1d2376ac4aed2.jpg;1920916.jpg;09.02 Иные акции;russ2024y
b42f8a07d4f64800b1884030f5bbd23c.jpeg;1920840.jpeg;01.01 Прочая реклама,05.05 Физическое лицо;russ2024y
d763d426d67a401580bae3a0235340ba.jpg;1921012.jpg;05.07 QR-код / адрес сайта,28.07 Строительство (ДДУ),28.08 Застройщик,28.12 Рассрочка;russ2024y
4a34e663f9d745c7aa90c159c1142b86.jpg;1921013.jpg;05.07 QR-код / адрес сайта,28.07 Строительство (ДДУ),28.08 Застройщик,28.12 Рассрочка;russ2024y
