file_name,category
1920721.mp4,28.08 Застройщик
1920722.mp4,28.08 Застройщик
1920725.mp4,01.01 Прочая реклама
1920732.png,28.02 Кредит/Ипотека
1920733.png,28.02 Кредит/Ипотека
1920734.png,28.02 Кредит/Ипотека
1920745.png,01.01 Прочая реклама
1920773.mp4,28.10 Построенная недвижимость
1920777.jpeg,01.01 Прочая реклама
1920788.jpg,01.01 Прочая реклама
1920802.jpg,01.01 Прочая реклама
1920803.jpg,01.01 Прочая реклама
1920804.jpg,01.01 Прочая реклама
1920805.jpg,01.01 Прочая реклама
1920806.jpg,01.01 Прочая реклама
1920807.jpg,01.01 Прочая реклама
1920809.jpg,28.08 Застройщик
1920817.png,01.01 Прочая реклама
1920823.jpg,28.01 Финансовая организация (банк брокер страхование и т.д.)
1920840.jpeg,01.01 Прочая реклама
1920844.jpg,01.01 Прочая реклама
1920849.jpg,01.01 Прочая реклама
1920886.jpg,28.08 Застройщик
1920916.jpg,09.02 Иные акции
1920919.jpg,01.01 Прочая реклама
1920920.jpg,01.01 Прочая реклама
1920921.jpg,01.01 Прочая реклама
1920922.jpg,01.01 Прочая реклама
1920923.jpg,01.01 Прочая реклама
1920924.jpg,01.01 Прочая реклама
1920925.jpg,01.01 Прочая реклама
1920926.jpg,01.01 Прочая реклама
1920927.jpg,01.01 Прочая реклама
1920928.jpg,01.01 Прочая реклама
1920962.jpg,01.01 Прочая реклама
1920963.jpg,01.01 Прочая реклама
1920964.jpg,01.01 Прочая реклама
1920989.jpg,01.01 Прочая реклама
1921002.jpg,01.01 Прочая реклама
1921003.jpg,01.01 Прочая реклама
1921004.jpg,01.01 Прочая реклама
1921005.jpg,01.01 Прочая реклама
1921006.jpg,01.01 Прочая реклама
1921007.jpg,01.01 Прочая реклама
1921008.jpg,01.01 Прочая реклама
1921009.jpg,01.01 Прочая реклама
1921012.jpg,01.01 Прочая реклама
1921013.jpg,01.01 Прочая реклама
1921014.jpg,01.01 Прочая реклама
1921015.jpg,01.01 Прочая реклама
1921016.jpg,01.01 Прочая реклама
1921068.png,28.07 Строительство (ДДУ)
1921124.jpg,24.01 Медицинские услуги
1921138.jpg,01.01 Прочая реклама
1921139.png,01.01 Прочая реклама
1921149.mp4,01.01 Прочая реклама
1921166.jpg,28.08 Застройщик
1921167.jpg,28.08 Застройщик
1921185.mp4,28.08 Застройщик
1921186.mp4,28.08 Застройщик
1921245.jpg,01.01 Прочая реклама
1921246.jpg,01.01 Прочая реклама
1921271.jpg,01.01 Прочая реклама
1921272.jpg,01.01 Прочая реклама
1921273.jpg,01.01 Прочая реклама
1921274.jpg,01.01 Прочая реклама
1921275.jpg,01.01 Прочая реклама
1921276.jpg,01.01 Прочая реклама
1921293.mp4,01.01 Прочая реклама
1921306.jpg,28.08 Застройщик
1921307.jpg,28.08 Застройщик
1921308.jpg,28.08 Застройщик
1921309.jpg,28.08 Застройщик
1921310.jpg,28.08 Застройщик
1921311.jpg,28.08 Застройщик
1921326.jpg,24.03 Лекарственные препараты 
1921327.psd,24.03 Лекарственные препараты 
1921328.jpg,24.03 Лекарственные препараты 
1921329.tif,24.03 Лекарственные препараты 
1921330.psd,24.03 Лекарственные препараты 
1921331.tif,24.03 Лекарственные препараты 
1921336.jpg,01.01 Прочая реклама
1921345.jpe,01.01 Прочая реклама
1921369.png,09.02 Иные акции
1921377.pdf,21.03 Бар ресторан
1921428.pdf,24.01 Медицинские услуги
1921442.mp4,"28.01 Финансовая организация (банк брокер страхование и т.д.),05.05 Физическое лицо"
1921476.jpg,01.01 Прочая реклама
1921477.jpg,01.01 Прочая реклама
1921478.jpg,01.01 Прочая реклама
1921479.jpg,01.01 Прочая реклама
1921480.jpg,01.01 Прочая реклама
1921481.jpg,01.01 Прочая реклама
1921482.jpg,01.01 Прочая реклама
1921483.jpg,01.01 Прочая реклама
1921484.jpg,01.01 Прочая реклама
1921485.jpg,01.01 Прочая реклама
1921486.jpg,01.01 Прочая реклама
1921487.jpg,01.01 Прочая реклама
1921488.jpg,01.01 Прочая реклама
1921489.jpg,01.01 Прочая реклама
1921501.jpg,28.08 Застройщик
1921502.jpg,28.08 Застройщик
1921506.jpg,02.03 Объявление о работе
1921516.mp4,01.01 Прочая реклама
1921517.mp4,01.01 Прочая реклама
1921571.jpg,01.01 Прочая реклама
1921575.mp4,01.01 Прочая реклама
1921592.MP4,01.01 Прочая реклама
1921593.mp4,01.01 Прочая реклама
1921624.mp4,09.01 Стимулирующее мероприятие
1921628.jpg,01.01 Прочая реклама
1921629.jpg,01.01 Прочая реклама
1921630.jpg,01.01 Прочая реклама
1921631.jpg,01.01 Прочая реклама
1921632.jpg,01.01 Прочая реклама
1921633.jpg,01.01 Прочая реклама
1921634.jpg,01.01 Прочая реклама
1921635.jpg,01.01 Прочая реклама
1921636.jpg,01.01 Прочая реклама
1921637.jpg,01.01 Прочая реклама
1921638.jpg,01.01 Прочая реклама
1921639.jpg,01.01 Прочая реклама
1921640.jpg,01.01 Прочая реклама
1921650.mp4,"28.01 Финансовая организация (банк брокер страхование и т.д.),05.05 Физическое лицо"
1921680.jpg,02.04 Объявление о продаже
1921699.jpg,01.01 Прочая реклама
1921717.jpg,28.08 Застройщик
1921733.jpg,01.01 Прочая реклама
1921744.pdf,09.01 Стимулирующее мероприятие
1921783.jpg,01.01 Прочая реклама
1921784.jpg,01.01 Прочая реклама
1921787.PNG,24.01 Медицинские услуги
1921795.jpg,01.01 Прочая реклама
1921816.png,01.01 Прочая реклама
1921831.png,01.01 Прочая реклама
1921836.png,01.01 Прочая реклама
1921870.jpg,28.08 Застройщик
1921871.jpg,28.08 Застройщик
1921872.jpg,28.08 Застройщик
1921906.mp4,01.01 Прочая реклама
1921921.jpg,01.01 Прочая реклама
1921939.jpg,01.01 Прочая реклама
1921954.jpg,01.01 Прочая реклама
1921955.jpg,01.01 Прочая реклама
1921956.jpg,01.01 Прочая реклама
1921957.jpg,01.01 Прочая реклама
1921958.jpg,01.01 Прочая реклама
1921959.jpg,01.01 Прочая реклама
1921960.jpg,01.01 Прочая реклама
1921961.pdf,01.01 Прочая реклама
1921993.mp4,01.01 Прочая реклама
1922022.jpg,24.01 Медицинские услуги
1922048.jpg,01.01 Прочая реклама
1922049.jpg,01.01 Прочая реклама
1922050.jpg,01.01 Прочая реклама
1922051.jpg,01.01 Прочая реклама
1922052.jpg,01.01 Прочая реклама
1922053.jpg,01.01 Прочая реклама
1922068.jpg,01.01 Прочая реклама
1922069.jpg,01.01 Прочая реклама
1922070.jpg,01.01 Прочая реклама
1922071.jpg,01.01 Прочая реклама
1922072.jpg,01.01 Прочая реклама
1922073.jpg,01.01 Прочая реклама
1922074.jpg,01.01 Прочая реклама
1922075.jpg,01.01 Прочая реклама
1922076.jpg,01.01 Прочая реклама
1922077.jpg,01.01 Прочая реклама
1922085.jpg,24.01 Медицинские услуги
1922098.jpg,01.01 Прочая реклама
1922111.mp4,01.01 Прочая реклама
1922113.jpg,01.01 Прочая реклама
1922114.jpg,01.01 Прочая реклама
1922118.jpg,24.01 Медицинские услуги
1922138.png,01.01 Прочая реклама
1922146.jpg,01.01 Прочая реклама
1922155.mp4,28.01 Финансовая организация (банк брокер страхование и т.д.)
1922191.mp4,01.01 Прочая реклама
1922192.mp4,01.01 Прочая реклама
1922193.mp4,01.01 Прочая реклама
1922194.mp4,01.01 Прочая реклама
1922195.mp4,01.01 Прочая реклама
1922196.mp4,01.01 Прочая реклама
1922230.jpg,05.05 Физическое лицо
1922246.jpg,01.01 Прочая реклама
1922254.mp4,09.02 Иные акции
1922257.jpg,28.08 Застройщик
1922258.jpg,28.08 Застройщик
1922259.jpg,28.08 Застройщик
1922260.jpg,28.08 Застройщик
1922273.jpg,28.08 Застройщик
1922274.jpg,28.08 Застройщик
1922281.jpg,09.02 Иные акции
1922282.jpg,09.02 Иные акции
1922299.jpg,28.08 Застройщик
1922300.png,28.08 Застройщик
1922370.png,24.03 Лекарственные препараты 
1922382.jpe,21.03 Бар ресторан
1922417.pdf,24.03 Лекарственные препараты 
1922423.jpg,01.01 Прочая реклама
1922424.jpg,01.01 Прочая реклама
1922440.jpg,01.01 Прочая реклама
1922483.png,01.01 Прочая реклама
1922484.png,01.01 Прочая реклама
1922485.png,01.01 Прочая реклама
1922515.jpg,01.01 Прочая реклама
1922528.mp4,24.01 Медицинские услуги
1922536.mp4,01.01 Прочая реклама
1922540.jpg,01.01 Прочая реклама
1922541.jpg,01.01 Прочая реклама
1922582.png,28.01 Финансовая организация (банк брокер страхование и т.д.)
1922618.jpg,01.01 Прочая реклама
1922626.png,01.01 Прочая реклама
1922634.mp4,01.01 Прочая реклама
1922653.png,24.01 Медицинские услуги
1922658.jpg,01.01 Прочая реклама
1922747.jpg,01.01 Прочая реклама
1922764.jpg,01.01 Прочая реклама
1922783.mp4,01.01 Прочая реклама
1922784.mp4,01.01 Прочая реклама
1922811.mp4,28.10 Построенная недвижимость
1922817.mp4,01.01 Прочая реклама
1922856.avi,01.01 Прочая реклама
1922858.png,01.01 Прочая реклама
1922912.jpg,01.01 Прочая реклама
1922917.jpg,02.03 Объявление о работе
1922933.mp4,01.01 Прочая реклама
1922934.mp4,01.01 Прочая реклама
1922955.jpe,01.01 Прочая реклама
1922974.zip,24.03 Лекарственные препараты 
1923008.mp4,28.01 Финансовая организация (банк брокер страхование и т.д.)
1923066.jpg,24.01 Медицинские услуги
1923076.jpg,01.01 Прочая реклама
1923082.jpg,05.05 Физическое лицо
1923083.jpg,05.05 Физическое лицо
1923084.jpg,05.05 Физическое лицо
1923085.jpg,05.05 Физическое лицо
1923093.jpg,28.08 Застройщик
1923120.pdf,09.02 Иные акции
1923121.pdf,09.02 Иные акции
1923122.pdf,09.02 Иные акции
1923123.jpg,09.02 Иные акции
1923133.png,21.04 Безалкогольное пиво/вино
1923140.jpg,01.01 Прочая реклама
1923141.jpg,01.01 Прочая реклама
1923142.jpg,01.01 Прочая реклама
1923177.jpg,01.01 Прочая реклама
1923178.jpg,01.01 Прочая реклама
1923179.jpg,01.01 Прочая реклама
1923180.jpg,01.01 Прочая реклама
1923181.jpg,01.01 Прочая реклама
1923202.jpg,09.02 Иные акции
1923203.jpg,09.02 Иные акции
1923214.jpg,01.01 Прочая реклама
1923219.jpg,01.01 Прочая реклама
1923226.jpg,27.01 Спорт+букмекер
1923227.jpg,27.01 Спорт+букмекер
1923228.jpg,27.01 Спорт+букмекер
1923248.jpg,24.01 Медицинские услуги
1923249.jpg,24.01 Медицинские услуги
1923260.jpg,01.01 Прочая реклама
1923261.jpg,01.01 Прочая реклама
1923279.jpg,24.01 Медицинские услуги
1923280.jpg,24.01 Медицинские услуги
1923281.jpg,24.01 Медицинские услуги
1923282.jpg,24.01 Медицинские услуги
1923283.jpg,24.01 Медицинские услуги
1923284.jpg,24.01 Медицинские услуги
1923315.jpg,28.08 Застройщик
1923316.jpg,28.08 Застройщик
1923323.png,01.01 Прочая реклама
1923324.png,01.01 Прочая реклама
1923325.png,01.01 Прочая реклама
1923326.png,01.01 Прочая реклама
1923327.png,01.01 Прочая реклама
1923328.png,01.01 Прочая реклама
1923329.png,01.01 Прочая реклама
1923330.png,01.01 Прочая реклама
1923331.png,01.01 Прочая реклама
1923338.jpg,01.01 Прочая реклама
1923383.mp4,01.01 Прочая реклама
1923425.mp4,28.08 Застройщик
1923426.mp4,28.08 Застройщик
1923427.mp4,28.08 Застройщик
1923444.jpg,01.01 Прочая реклама
1923448.mp4,01.01 Прочая реклама
1923467.jpg,09.01 Стимулирующее мероприятие
1923471.jpg,01.01 Прочая реклама
1923490.png,01.01 Прочая реклама
1923491.png,01.01 Прочая реклама
1923492.png,01.01 Прочая реклама
1923493.png,01.01 Прочая реклама
1923515.jpg,02.03 Объявление о работе
1923516.jpg,02.03 Объявление о работе
1923524.mp4,28.02 Кредит/Ипотека
1923544.png,01.01 Прочая реклама
1923572.jpg,28.01 Финансовая организация (банк брокер страхование и т.д.)
1923573.jpg,28.01 Финансовая организация (банк брокер страхование и т.д.)
1923576.jpg,24.01 Медицинские услуги
1923601.mp4,01.01 Прочая реклама
1923602.mp4,01.01 Прочая реклама
1923603.mp4,01.01 Прочая реклама
1923604.mp4,01.01 Прочая реклама
1923612.jpg,"28.01 Финансовая организация (банк брокер страхование и т.д.),05.05 Физическое лицо"
1923827.jpg,28.08 Застройщик
1923840.mp4,01.01 Прочая реклама
1923846.mp4,28.08 Застройщик
1923847.jpg,28.08 Застройщик
1923857.jpg,01.01 Прочая реклама
1923858.jpg,01.01 Прочая реклама
1923859.jpg,01.01 Прочая реклама
1923860.mp4,01.01 Прочая реклама
1923861.mp4,01.01 Прочая реклама
1923862.mp4,01.01 Прочая реклама
1923864.jpg,01.01 Прочая реклама
1923880.mp4,01.01 Прочая реклама
1923883.jpg,28.08 Застройщик
1923889.jpg,09.02 Иные акции
1923890.jpg,09.02 Иные акции
1923893.jpg,24.01 Медицинские услуги
1923903.jpeg,09.01 Стимулирующее мероприятие
